road,id,model_type,condition,name,lat,lon,length
N1,200688.0,bridge,A,bridge 340,21.5255297395348,92.0653252244186,14.0
N1,200689.0,link,,link 345,21.52463148372085,92.06544999215114,206.0
N1,200690.0,bridge,A,bridge 341,21.5237332279069,92.0655747598837,8.0
N1,200691.0,link,,link 346,21.5222520843238,92.0658594114233,339.0
N1,200692.0,bridge,A,bridge 342,21.5207709407407,92.0661440629629,15.4
N1,200693.0,link,,link 347,21.5201398749649,92.06640934661655,153.0
N1,200694.0,bridge,A,bridge 343,21.5195088091891,92.0666746302702,5.0
N1,200695.0,link,,link 348,21.516625391151152,92.0680077604181,708.0
N1,200696.0,bridge,A,bridge 344,21.5137419731132,92.069340890566,3.0
N1,200697.0,link,,link 349,21.512090835384697,92.07010077301734,417.0
N1,200698.0,bridge,A,bridge 345,21.5104396976562,92.0708606554687,2.5
N1,200699.0,link,,link 350,21.508129566433702,92.0723673020301,523.0
N1,200700.0,bridge,A,bridge 346,21.5058194352112,92.07387394859151,9.95
N1,200701.0,link,,link 351,21.50078646373815,92.07577626711341,1365.0
N1,200702.0,bridge,A,bridge 347,21.4957534922651,92.0776785856353,14.0
N1,200703.0,link,,link 352,21.49531150331485,92.07800664044194,128.0
N1,200704.0,bridge,A,bridge 348,21.4948695143646,92.0783346952486,14.1
N1,200705.0,link,,link 353,21.483373406988747,92.08851031417835,2796.0
N1,200706.0,bridge,B,bridge 349,21.4718772996129,92.0986859331081,10.6
N1,200707.0,link,,link 354,21.47369687460645,92.097736292154,382.0
N1,200708.0,bridge,A,bridge 350,21.4755164496,92.0967866511999,14.0
N1,200709.0,link,,link 355,21.4746805411793,92.09739961870335,238.0
N1,200710.0,bridge,A,bridge 351,21.4738446327586,92.0980125862068,3.0
N1,200711.0,link,,link 356,21.471950081547803,92.09932640471385,529.0
N1,200712.0,bridge,A,bridge 352,21.470055530337003,92.1006402232209,57.61666666666667
N1,200713.0,link,,link 357,21.460306232736052,92.10005418323206,2670.0
N1,200714.0,bridge,A,bridge 353,21.4505569351351,92.0994681432432,9.2
N1,200715.0,link,,link 358,21.44697174881755,92.1003680109073,841.0
N1,200716.0,bridge,A,bridge 354,21.4433865625,92.1012678785714,1.5
N1,200717.0,link,,link 359,21.44261276696425,92.1009881178571,208.0
N1,200718.0,bridge,B,bridge 355,21.4418389714285,92.1007083571428,58.6
N1,200719.0,link,,link 360,21.439519963330497,92.09953781476325,582.0
N1,200720.0,bridge,A,bridge 356,21.4372009552325,92.0983672723837,3.0
N1,200721.0,link,,link 361,21.435704708824296,92.09781398954755,352.0
N1,200722.0,bridge,A,bridge 357,21.4342084624161,92.0972607067114,2.5
N1,200723.0,link,,link 362,21.43250861090235,92.09668949942555,410.0
N1,200724.0,bridge,A,bridge 358,21.4308087593886,92.0961182921397,7.2
N1,200725.0,link,,link 363,21.429824395517052,92.0957548391078,232.0
N1,200726.0,bridge,A,bridge 359,21.4288400316455,92.0953913860759,3.5
N1,200727.0,link,,link 364,21.4285958144143,92.09473140641819,174.0
N1,200728.0,bridge,A,bridge 360,21.4283515971831,92.0940714267605,12.8
N1,200729.0,link,,link 365,21.42812379059155,92.09176112138024,483.0
N1,200730.0,bridge,A,bridge 361,21.427895984,92.089450816,18.8
N1,200731.0,link,,link 366,21.42750118040575,92.08673831959419,574.0
N1,200732.0,bridge,A,bridge 362,21.4271063768115,92.0840258231884,8.2
N1,200733.0,link,,link 367,21.42694054504635,92.08223427995355,380.0
N1,200734.0,bridge,A,bridge 363,21.4267747132812,92.0804427367187,7.4
N1,200735.0,link,,link 368,21.426623156640602,92.07860991835935,381.0
N1,200736.0,bridge,A,bridge 364,21.4264716,92.0767771,12.4
N1,200737.0,link,,link 369,21.4269185249042,92.07383529042144,646.0
N1,200738.0,bridge,A,bridge 365,21.4273654498084,92.0708934808429,9.4
N1,200739.0,link,,link 370,21.42727072375915,92.0671683350779,869.0
N1,200740.0,bridge,A,bridge 366,21.4271759977099,92.0634431893129,2.0
N1,200741.0,link,,link 371,21.42724246672565,92.0622544281165,258.0
N1,200742.0,bridge,A,bridge 367,21.4273089357414,92.0610656669201,6.8
N1,200743.0,link,,link 372,21.42762075214555,92.058963939007,330.0
N1,200744.0,bridge,A,bridge 368,21.4279325685497,92.0568622110939,17.6
N1,200745.0,link,,link 373,21.4279955316886,92.05504519132279,501.0
N1,200746.0,bridge,A,bridge 369,21.4280584948275,92.0532281715517,7.2
N1,200747.0,link,,link 374,21.42779149741375,92.05093819441515,472.0
N1,200748.0,bridge,A,bridge 370,21.4275245,92.0486482172786,13.0
N1,200749.0,link,,link 375,21.4284848551282,92.04651446825466,512.0
N1,200750.0,bridge,A,bridge 371,21.4294452102564,92.0443807192307,10.9
N1,200751.0,link,,link 376,21.429616805128198,92.04198764441534,500.0
N1,200752.0,bridge,A,bridge 372,21.4297884,92.0395945696,9.2
N1,200753.0,link,,link 377,21.4295958814917,92.0357416593856,842.0
N1,200754.0,bridge,C,bridge 373,21.4294033629834,92.0318887491712,142.4
N1,200755.0,link,,link 378,21.429864573221,92.0307547238337,269.0
N1,200756.0,bridge,A,bridge 374,21.4303257834586,92.0296206984962,3.5
N1,200757.0,link,,link 379,21.430239852598852,92.02898209707415,144.0
N1,200758.0,bridge,A,bridge 375,21.4301539217391,92.0283434956521,10.3
N1,200759.0,link,,link 380,21.42832627139155,92.02611345165965,615.0
N1,200760.0,bridge,A,bridge 376,21.426498621044,92.0238834076672,9.0
N1,200761.0,link,,link 381,21.424780841278,92.02533568330095,611.0
N1,200762.0,bridge,C,bridge 377,21.423063061512,92.0267879589347,4.5
N1,200763.0,link,,link 382,21.4228676147766,92.02704020549825,70.0
N1,200764.0,bridge,C,bridge 378,21.4226721680412,92.0272924520618,11.3
N1,200765.0,link,,link 383,21.4210369757499,92.0294876790384,594.0
N1,200766.0,bridge,C,bridge 379,21.4194017834586,92.031682906015,2.4
N1,200767.0,link,,link 384,21.4182125131101,92.0332044895331,449.0
N1,200768.0,bridge,B,bridge 380,21.4170232427616,92.0347260730512,7.2
N1,200769.0,link,,link 385,21.4165700029742,92.03533089119591,171.0
N1,200770.0,bridge,C,bridge 381,21.4161167631868,92.0359357093406,8.1
N1,200771.0,link,,link 386,21.415188347338052,92.037304697649,363.0
N1,200772.0,bridge,A,bridge 382,21.4142599314893,92.0386736859574,10.9
N1,200773.0,link,,link 387,21.413378387270498,92.03910026886425,369.0
N1,200774.0,bridge,A,bridge 383,21.4124968430517,92.0395268517711,8.3
N1,200775.0,link,,link 388,21.410916467266738,92.04585532679964,787.0
N1,200776.0,bridge,B,bridge 384,21.409336091481777,92.05218380182818,4.05
N1,200777.0,link,,link 389,21.409629887682236,92.05203612270894,449.0
N1,200778.0,bridge,A,bridge 385,21.4099236838827,92.0518884435897,1.9
N1,200779.0,link,,link 390,21.40814219910855,92.05496761104399,833.0
N1,200780.0,bridge,D,bridge 386,21.4063607143344,92.0580467784983,10.0
N1,200781.0,link,,link 391,21.40525531574925,92.0599427411148,424.0
N1,200782.0,bridge,A,bridge 387,21.4041499171641,92.0618387037313,1.6
N1,200783.0,link,,link 392,21.403079646004052,92.0632896644436,474.0
N1,200784.0,bridge,A,bridge 388,21.402009374844,92.0647406251559,3.6
N1,200785.0,link,,link 393,21.40109863704175,92.0654117713232,262.0
N1,200786.0,bridge,C,bridge 389,21.4001878992395,92.0660829174905,8.0
N1,200787.0,link,,link 394,21.39948689847905,92.06630473498095,168.0
N1,200788.0,bridge,C,bridge 390,21.3987858977186,92.0665265524714,1.3
N1,200789.0,link,,link 395,21.3933571154428,92.06790994630407,445.0
N1,200790.0,bridge,A,bridge 391,21.387928333167,92.06929334013675,4.550000000000001
N1,200791.0,link,,link 396,21.3893919219554,92.06888452048157,485.0
N1,200792.0,bridge,C,bridge 392,21.3908555107438,92.0684757008264,22.0
N1,200793.0,link,,link 397,21.3898303553719,92.0687190004132,237.0
N1,200794.0,bridge,C,bridge 393,21.3888052,92.0689623,2.7
N1,200795.0,link,,link 398,21.387180256224177,92.06965742277649,168.0
N1,200796.0,bridge,C,bridge 394,21.38555531244835,92.07035254555298,2.275
N1,200797.0,link,,link 399,21.384980887145225,92.07043744514489,368.0
N1,200798.0,bridge,B,bridge 395,21.3844064618421,92.0705223447368,2.8
N1,200799.0,link,,link 400,21.383755772368403,92.0707016302631,157.0
N1,200800.0,bridge,B,bridge 396,21.3831050828947,92.0708809157894,1.8
N1,200801.0,link,,link 401,21.3812854364194,92.0707165639601,426.0
N1,200802.0,bridge,B,bridge 397,21.3794657899441,92.0705522121308,1.5
N1,200803.0,link,,link 402,21.378658440751252,92.07045351807835,215.0
N1,200804.0,bridge,C,bridge 398,21.3778510915584,92.0703548240259,2.2
N1,200805.0,link,,link 403,21.377217425174777,92.07089445198545,148.0
N1,200806.0,bridge,A,bridge 399,21.37658375879115,92.07143407994499,2.25
N1,200807.0,link,,link 404,21.375834407656427,92.07223118997246,309.0
N1,200808.0,bridge,C,bridge 400,21.3750850565217,92.0730282999999,2.4
N1,200809.0,link,,link 405,21.374811145890902,92.07354490664736,150.0
N1,200810.0,bridge,A,bridge 401,21.3745372352601,92.0740615132948,1.3
N1,200811.0,link,,link 406,21.3744586271676,92.0744616274566,89.0
N1,200812.0,bridge,A,bridge 402,21.3743800190751,92.0748617416184,1.3
N1,200813.0,link,,link 407,21.3740878889679,92.0757427015054,219.0
N1,200814.0,bridge,C,bridge 403,21.3737957588607,92.0766236613924,1.3
N1,200815.0,link,,link 408,21.3731063023561,92.07725837938615,217.0
N1,200816.0,bridge,C,bridge 404,21.3724168458515,92.0778930973799,1.3
N1,200817.0,link,,link 409,21.3715535583626,92.0784801880103,224.0
N1,200818.0,bridge,A,bridge 405,21.3706902708737,92.0790672786407,1.3
N1,200819.0,link,,link 410,21.37021695490245,92.0793553805417,118.0
N1,200820.0,bridge,A,bridge 406,21.3697436389312,92.0796434824427,1.3
N1,200821.0,link,,link 411,21.3670744268885,92.08007769388198,148.0
N1,200822.0,bridge,B,bridge 407,21.3644052148458,92.08051190532125,1.7
N1,200823.0,link,,link 412,21.3660022283184,92.08049028922778,143.0
N1,200824.0,bridge,B,bridge 408,21.367599241791,92.0804686731343,1.3
N1,200825.0,link,,link 413,21.3662630189087,92.08091520047441,333.0
N1,200826.0,bridge,C,bridge 409,21.3649267960264,92.0813617278145,7.1
N1,200827.0,link,,link 414,21.3631136112141,92.080952910753,425.0
N1,200828.0,bridge,B,bridge 410,21.3613004264018,92.0805440936915,1.6
N1,200829.0,link,,link 415,21.36051410642515,92.0801733148364,197.0
N1,200830.0,bridge,A,bridge 411,21.3597277864485,92.0798025359813,1.3
N1,200831.0,link,,link 416,21.3592368353971,92.0795710344626,123.0
N1,200832.0,bridge,C,bridge 412,21.3587458843457,92.0793395329439,2.2
N1,200833.0,link,,link 417,21.35750059337285,92.07921111647195,296.0
N1,200834.0,bridge,A,bridge 413,21.3562553024,92.0790827,4.0
N1,200835.0,link,,link 418,21.3531402488019,92.07875849676256,726.0
N1,200836.0,bridge,C,bridge 414,21.3500251952038,92.0784342935251,21.5
N1,200837.0,link,,link 419,21.34767870348975,92.0787023165756,543.0
N1,200838.0,bridge,C,bridge 415,21.3453322117757,92.0789703396261,11.3
N1,200839.0,link,,link 420,21.342327588040774,92.07893956391118,374.0
N1,200840.0,bridge,B,bridge 416,21.33932296430585,92.07890878819626,8.2
N1,200841.0,link,,link 421,21.336581020737377,92.07897582636598,959.0
N1,200842.0,bridge,C,bridge 417,21.3338390771689,92.0790428645357,24.1
N1,200843.0,link,,link 422,21.33037839045415,92.08050686905915,956.0
N1,200844.0,bridge,C,bridge 418,21.3269177037394,92.0819708735826,45.6
N1,200845.0,link,,link 423,21.32535231481085,92.0838569259089,548.0
N1,200846.0,bridge,C,bridge 419,21.3237869258823,92.0857429782352,5.0
N1,200847.0,link,,link 424,21.3224478541176,92.08731330676466,447.0
N1,200848.0,bridge,D,bridge 420,21.3211087823529,92.0888836352941,11.2
N1,200849.0,link,,link 425,21.320845955123,92.0891901992494,88.0
N1,200850.0,bridge,B,bridge 421,21.3205831278931,92.0894967632047,1.3
N1,200851.0,link,,link 426,21.3183963970461,92.0917280182082,727.0
N1,200852.0,bridge,C,bridge 422,21.3162096661991,92.0939592732117,49.3
N1,200853.0,link,,link 427,21.311040673684523,92.09550803098705,1046.0
N1,200854.0,bridge,C,bridge 423,21.30587168116995,92.0970567887624,2.3499999999999996
N1,200855.0,link,,link 428,21.302808521575926,92.09726702393075,1008.0
N1,200856.0,bridge,D,bridge 424,21.2997453619819,92.0974772590991,61.3
N1,200857.0,link,,link 429,21.29426008099095,92.09871611398935,1292.0
N1,200858.0,bridge,A,bridge 425,21.2887748,92.0999549688796,14.1
N1,200859.0,link,,link 430,21.288162425,92.10000868008295,138.0
N1,200860.0,bridge,B,bridge 426,21.28755005,92.1000623912863,11.0
N1,200861.0,link,,link 431,21.2856441407718,92.1003085130928,433.0
N1,200862.0,bridge,A,bridge 427,21.2837382315436,92.1005546348993,10.3
N1,200863.0,link,,link 432,21.2788720112035,92.10248848993959,1172.0
N1,200864.0,bridge,A,bridge 428,21.2740057908634,92.1044223449799,14.0
N1,200865.0,link,,link 433,21.273378848167624,92.10473258594375,14.0
N1,200866.0,bridge,A,bridge 429,21.27275190547185,92.1050428269076,23.5
N1,200867.0,link,,link 434,21.270196588966527,92.10709790915085,884.0
N1,200868.0,bridge,C,bridge 430,21.2676412724612,92.1091529913941,11.1
N1,200869.0,link,,link 435,21.2673874077452,92.10951252117036,94.0
N1,200870.0,bridge,C,bridge 431,21.2671335430292,92.1098720509466,50.6
N1,200871.0,link,,link 436,21.26635844543885,92.11096976419961,287.0
N1,200872.0,bridge,C,bridge 432,21.2655833478485,92.1120674774526,11.5
N1,200873.0,link,,link 437,21.186538226937273,92.14966307385845,954.0
N1,200874.0,bridge,C,bridge 433,21.10749310602605,92.1872586702643,7.05
N1,200875.0,link,,link 438,21.183058664341672,92.15398832729994,241.0
N1,200876.0,bridge,A,bridge 434,21.2586242226573,92.1207179843356,2.4
N1,200877.0,link,,link 439,21.2578396595429,92.1215672439535,249.0
N1,200878.0,bridge,A,bridge 435,21.2570550964285,92.1224165035714,17.0
N1,200879.0,link,,link 440,21.256130765787447,92.12340185722499,299.0
N1,200880.0,bridge,A,bridge 436,21.2552064351464,92.1243872108786,2.4
N1,200881.0,link,,link 441,21.254504617573197,92.1254921504393,274.0
N1,200882.0,bridge,C,bridge 437,21.2538028,92.12659709,11.1
N1,200883.0,link,,link 442,21.25212825,92.128673195,448.0
N1,200884.0,bridge,C,bridge 438,21.2504537,92.1307493,8.5
N1,200885.0,link,,link 443,21.24970909359795,92.1317951956466,546.0
N1,200886.0,bridge,C,bridge 439,21.2489644871959,92.1328410912932,2.4
N1,200887.0,link,,link 444,21.2473453732646,92.13507264931326,450.0
N1,200888.0,bridge,B,bridge 440,21.2457262593333,92.1373042073333,20.7
N1,200889.0,link,,link 445,21.23830236897355,92.14903067668645,3575.0
N1,200890.0,bridge,A,bridge 441,21.2308784786138,92.1607571460396,2.0
N1,200891.0,link,,link 446,21.23009700594055,92.16105664554455,198.0
N1,200892.0,bridge,C,bridge 442,21.2293155332673,92.1613561450495,11.3
N1,200893.0,link,,link 447,21.2254177545124,92.1615297020702,923.0
N1,200894.0,bridge,B,bridge 443,21.2215199757575,92.1617032590909,2.2
N1,200895.0,link,,link 448,21.22024002887875,92.16189050854544,304.0
N1,200896.0,bridge,C,bridge 444,21.218960082,92.162077758,10.9
N1,200897.0,link,,link 449,21.218168065125,92.162280874875,195.0
N1,200898.0,bridge,C,bridge 445,21.21737604825,92.16248399175,2.1
N1,200899.0,link,,link 450,21.216693817194297,92.1630740740928,230.0
N1,200900.0,bridge,A,bridge 446,21.2160115861386,92.1636641564356,2.0
N1,200901.0,link,,link 451,21.215473774701948,92.1646076797484,241.0
N1,200902.0,bridge,A,bridge 447,21.2149359632653,92.1655512030612,1.8
N1,200903.0,link,,link 452,21.214683412244852,92.16597897397955,99.0
N1,200904.0,bridge,A,bridge 448,21.2144308612244,92.1664067448979,2.2
N1,200905.0,link,,link 453,21.210367794791303,92.16821238140415,1056.0
N1,200906.0,bridge,A,bridge 449,21.2063047283582,92.1700180179104,6.4
N1,200907.0,link,,link 454,21.205322857822352,92.17018737185839,240.0
N1,200908.0,bridge,A,bridge 450,21.2043409872865,92.1703567258064,2.2
N1,200909.0,link,,link 455,21.2031540802656,92.17037869677415,278.0
N1,200910.0,bridge,A,bridge 451,21.2019671732447,92.1704006677419,3.1
N1,200911.0,link,,link 456,21.199799795914352,92.1704889661718,483.0
N1,200912.0,bridge,C,bridge 452,21.197632418584,92.1705772646017,39.0
N1,200913.0,link,,link 457,21.196473974581252,92.1705423653587,297.0
N1,200914.0,bridge,A,bridge 453,21.1953155305785,92.1705074661157,3.0
N1,200915.0,link,,link 458,21.1930443147145,92.1692888930195,612.0
N1,200916.0,bridge,B,bridge 454,21.1907730988505,92.1680703199233,9.4
N1,200917.0,link,,link 459,21.1898325169307,92.16697383786101,324.0
N1,200918.0,bridge,D,bridge 455,21.1888919350109,92.1658773557987,15.4
N1,200919.0,link,,link 460,21.1864331832422,92.16259000036,941.0
N1,200920.0,bridge,A,bridge 456,21.1839744314735,92.1593026449213,1.2
N1,200921.0,link,,link 461,21.1812681825944,92.15836838935147,529.0
N1,200922.0,bridge,C,bridge 457,21.1785619337153,92.15743413378165,3.1
N1,200923.0,link,,link 462,21.1769913717959,92.15684337368091,518.0
N1,200924.0,bridge,D,bridge 458,21.1754208098765,92.1562526135802,48.5
N1,200925.0,link,,link 463,21.1739518081297,92.15577332327945,352.0
N1,200926.0,bridge,C,bridge 459,21.1724828063829,92.1552940329787,9.4
N1,200927.0,link,,link 464,21.1714275782943,92.15501640476094,250.0
N1,200928.0,bridge,B,bridge 460,21.1703723502057,92.1547387765432,26.3
N1,200929.0,link,,link 465,21.1695968570383,92.15420058633609,213.0
N1,200930.0,bridge,C,bridge 461,21.1688213638709,92.153662396129,9.4
N1,200931.0,link,,link 466,21.168527147389952,92.15340418897355,87.0
N1,200932.0,bridge,A,bridge 462,21.168232930909,92.1531459818181,3.0
N1,200933.0,link,,link 467,21.16744913956515,92.15274181521735,226.0
N1,200934.0,bridge,B,bridge 463,21.1666653482213,92.1523376486166,9.3
N1,200935.0,link,,link 468,21.16492525052954,92.15232575660741,131.0
N1,200936.0,bridge,C,bridge 464,21.163185152837777,92.15231386459823,2.9625
N1,200937.0,link,,link 469,21.16081931374279,92.15241671398921,821.0
N1,200938.0,bridge,C,bridge 465,21.1584534746478,92.1525195633802,3.0
N1,200939.0,link,,link 470,21.1554583769465,92.1529670750863,723.0
N1,200940.0,bridge,C,bridge 466,21.1524632792452,92.1534145867924,9.4
N1,200941.0,link,,link 471,21.151176964157898,92.15431510417685,366.0
N1,200942.0,bridge,C,bridge 467,21.1498906490706,92.1552156215613,15.2
N1,200943.0,link,,link 472,21.148829161709997,92.1561291233271,337.0
N1,200944.0,bridge,C,bridge 468,21.1477676743494,92.1570426250929,57.8
N1,200945.0,link,,link 473,21.14515696459405,92.15823592061095,658.0
N1,200946.0,bridge,B,bridge 469,21.1425462548387,92.159429216129,3.3
N1,200947.0,link,,link 474,21.141705510503897,92.1599757222436,228.0
N1,200948.0,bridge,C,bridge 470,21.1408647661691,92.1605222283582,15.4
N1,200949.0,link,,link 475,21.139935503428617,92.16218518451235,134.0
N1,200950.0,bridge,C,bridge 471,21.139006240688133,92.1638481406665,12.866666666666667
N1,200951.0,link,,link 476,21.138536368188866,92.16452297033325,467.0
N1,200952.0,bridge,A,bridge 472,21.1380664956896,92.1651978,1.2
N1,200953.0,link,,link 477,21.13783947608905,92.16662825267176,306.0
N1,200954.0,bridge,D,bridge 473,21.1376124564885,92.1680587053435,12.3
N1,200955.0,link,,link 478,21.13686871964545,92.17101664593984,206.0
N1,200956.0,bridge,C,bridge 474,21.1361249828024,92.17397458653619,1.25
N1,200957.0,link,,link 479,21.13636875936995,92.17423868311184,484.0
N1,200958.0,bridge,C,bridge 475,21.1366125359375,92.1745027796875,15.2
N1,200959.0,link,,link 480,21.136326916795,92.1752798867921,188.0
N1,200960.0,bridge,A,bridge 476,21.1360412976525,92.1760569938967,4.8
N1,200961.0,link,,link 481,21.1351400500408,92.17760785545035,427.0
N1,200962.0,bridge,A,bridge 477,21.1342388024291,92.179158717004,3.3
N1,200963.0,link,,link 482,21.1330678448927,92.18192522660544,673.0
N1,200964.0,bridge,B,bridge 478,21.1318968873563,92.1846917362069,4.7
N1,200965.0,link,,link 483,21.13093530448895,92.18575379422956,326.0
N1,200966.0,bridge,C,bridge 479,21.1299737216216,92.1868158522522,1.2
N1,200967.0,link,,link 484,21.129870909909897,92.18693142672669,34.0
N1,200968.0,bridge,D,bridge 480,21.1297680981982,92.1870470012012,7.9
N1,200969.0,link,,link 485,21.12938709009005,92.18747530660659,126.0
N1,200970.0,bridge,A,bridge 481,21.1290060819819,92.187903612012,1.2
N1,200971.0,link,,link 486,21.128547965090025,92.18841859827324,113.0
N1,200972.0,bridge,B,bridge 482,21.12808984819815,92.18893358453451,1.2
N1,200973.0,link,,link 487,21.126596768461077,92.19015052728206,468.0
N1,200974.0,bridge,D,bridge 483,21.125103688724,92.1913674700296,6.4
N1,200975.0,link,,link 488,21.1244320913769,92.19176317904464,182.0
N1,200976.0,bridge,A,bridge 484,21.1237604940298,92.1921588880597,3.35
N1,200977.0,link,,link 489,21.1233356509972,92.1924406188086,114.0
N1,200978.0,bridge,C,bridge 485,21.1229108079646,92.1927223495575,13.0
N1,200979.0,link,,link 490,21.12272276238935,92.19284145486719,51.0
N1,200980.0,bridge,A,bridge 486,21.1225347168141,92.1929605601769,3.2
N1,200981.0,link,,link 491,21.1220523042894,92.1932387630296,126.0
N1,200982.0,bridge,C,bridge 487,21.1215698917647,92.1935169658823,72.94999999999999
N1,200983.0,link,,link 492,21.120015415053302,92.1949045974489,483.0
N1,200984.0,bridge,A,bridge 488,21.1184609383419,92.1962922290155,3.4
N1,200985.0,link,,link 493,21.11721764224785,92.19668336066155,312.0
N1,200986.0,bridge,A,bridge 489,21.1159743461538,92.1970744923076,2.8
N1,200987.0,link,,link 494,21.11526619787795,92.19754766193626,191.0
N1,200988.0,bridge,D,bridge 490,21.1145580496021,92.1980208315649,12.8
N1,200989.0,link,,link 495,21.11322553224785,92.19930681684625,410.0
N1,200990.0,bridge,A,bridge 491,21.1118930148936,92.2005928021276,1.2
N1,200991.0,link,,link 496,21.1113515828436,92.20134424820665,124.0
N1,200992.0,bridge,A,bridge 492,21.1108101507936,92.2020956942857,1.2
N1,200993.0,link,,link 497,21.11034702063485,92.20273767142855,104.0
N1,200994.0,bridge,A,bridge 493,21.1098838904761,92.2033796485714,1.2
N1,200995.0,link,,link 498,21.10932761733105,92.2041087591694,193.0
N1,200996.0,bridge,A,bridge 494,21.108771344186,92.2048378697674,2.8
N1,200997.0,link,,link 499,21.108543939534847,92.20508592558136,160.0
N1,200998.0,bridge,A,bridge 495,21.1083165348837,92.2053339813953,2.8
N1,200999.0,link,,link 500,21.108074917441847,92.20572064297035,215.0
N1,201000.0,bridge,A,bridge 496,21.1078333,92.2061073045454,1.2
N1,201001.0,link,,link 501,21.106563866666647,92.20675273227269,295.0
N1,201002.0,bridge,C,bridge 497,21.1052944333333,92.20739816,1.2
N1,201003.0,link,,link 502,21.10366200184105,92.20766880761624,396.0
N1,201004.0,bridge,C,bridge 498,21.1020295703488,92.2079394552325,34.2
N1,201005.0,link,,link 503,21.1013034924471,92.20825875307075,189.0
N1,201006.0,bridge,A,bridge 499,21.1005774145454,92.208578050909,3.0
N1,201007.0,link,,link 504,21.099724223062147,92.2091179833492,231.0
N1,201008.0,bridge,A,bridge 500,21.0988710315789,92.2096579157894,1.2
N1,201009.0,link,,link 505,21.096951148746797,92.21055900664155,479.0
N1,201010.0,bridge,A,bridge 501,21.0950312659147,92.2114600974937,2.7
N1,201011.0,link,,link 506,21.09473824072675,92.21156818020046,69.0
N1,201012.0,bridge,A,bridge 502,21.0944452155388,92.2116762629072,2.7
N1,201013.0,link,,link 507,21.093413973275702,92.21199370518775,244.0
N1,201014.0,bridge,A,bridge 503,21.0923827310126,92.2123111474683,4.2
N1,201015.0,link,,link 508,21.09145437742115,92.2125978688405,221.0
N1,201016.0,bridge,A,bridge 504,21.0905260238297,92.2128845902127,2.7
N1,201017.0,link,,link 509,21.089696528966847,92.21329007863235,209.0
N1,201018.0,bridge,A,bridge 505,21.088867034104,92.213695567052,1.2
N1,201019.0,link,,link 510,21.08791309190745,92.21426597095375,245.0
N1,201020.0,bridge,A,bridge 506,21.0869591497109,92.2148363748555,2.8
N1,201021.0,link,,link 511,21.08672942485545,92.21497373742775,59.0
N1,201022.0,bridge,A,bridge 507,21.0864997,92.2151111,1.2
N1,201023.0,link,,link 512,21.08545610197625,92.21551547272725,254.0
N1,201024.0,bridge,B,bridge 508,21.0844125039525,92.2159198454545,14.0
N1,201025.0,link,,link 513,21.0833272249492,92.2162605315861,263.0
N1,201026.0,bridge,A,bridge 509,21.0822419459459,92.2166012177177,1.2
N1,201027.0,link,,link 514,21.081342465830048,92.2170026445731,224.0
N1,201028.0,bridge,A,bridge 510,21.0804429857142,92.2174040714285,1.0
N1,201029.0,link,,link 515,21.079833665845598,92.21776368322381,161.0
N1,201030.0,bridge,A,bridge 511,21.079224345977,92.2181232950191,1.0
N1,201031.0,link,,link 516,21.0782534554885,92.2190266821249,298.0
N1,201032.0,bridge,A,bridge 512,21.077282565,92.2199300692307,3.0
N1,201033.0,link,,link 517,21.0764998626158,92.220682733264,246.0
N1,201034.0,bridge,C,bridge 513,21.0757171602316,92.2214353972973,6.1
N1,201035.0,link,,link 518,21.07494747258155,92.2218421709089,203.0
N1,201036.0,bridge,A,bridge 514,21.0741777849315,92.2222489445205,5.8
N1,201037.0,link,,link 519,21.07270483028625,92.2232706565551,440.0
N1,201038.0,bridge,B,bridge 515,21.071231875641,92.2242923685897,5.8
N1,201039.0,link,,link 520,21.07038410448715,92.22443056762815,207.0
N1,201040.0,bridge,C,bridge 516,21.0695363333333,92.2245687666666,7.5
N1,201041.0,link,,link 521,21.06728809080455,92.22455165823749,528.0
N1,201042.0,bridge,A,bridge 517,21.0650398482758,92.2245345498084,1.2
N1,201043.0,link,,link 522,21.06245675502025,92.22545837956105,640.0
N1,201044.0,bridge,C,bridge 518,21.0598736617647,92.2263822093137,30.9
N1,201045.0,link,,link 523,21.058931712461252,92.22644562746385,212.0
N1,201046.0,bridge,C,bridge 519,21.0579897631578,92.226509045614,1.2
N1,201047.0,link,,link 524,21.056640159688776,92.22678051813205,189.0
N1,201048.0,bridge,D,bridge 520,21.05529055621975,92.2270519906501,10.600000000000001
N1,201049.0,link,,link 525,21.053615607739474,92.22837424285589,695.0
N1,201050.0,bridge,C,bridge 521,21.0519406592592,92.2296964950617,2.8
N1,201051.0,link,,link 526,21.051394632804197,92.23160481604936,477.0
N1,201052.0,bridge,C,bridge 522,21.0508486063492,92.233513137037,1.2
N1,201053.0,link,,link 527,21.048654227190298,92.2343168882035,545.0
N1,201054.0,bridge,C,bridge 523,21.0464598480314,92.23512063937,31.7
N1,201055.0,link,,link 528,21.0443625246454,92.2359379228336,501.0
N1,201056.0,bridge,C,bridge 524,21.0422652012594,92.2367552062972,1.2
N1,201057.0,link,,link 529,21.041353026370402,92.23720466351895,228.0
N1,201058.0,bridge,C,bridge 525,21.0404408514814,92.2376541207407,1.2
N1,201059.0,link,,link 530,21.039042905555497,92.23835307777776,344.0
N1,201060.0,bridge,A,bridge 526,21.0376449596296,92.2390520348148,6.2
N1,201061.0,link,,link 531,21.035837902693,92.23987920338524,449.0
